あい /アイ/
みすてぃー /ミスティー/
みすていく /ミステイク/
みすてり /ミステリ/
みすてりあす /ミステリアス/
みすてりおーそ /ミステリオーソ/
みすてりー /ミステリー;※mystery/
みすてりーさーくる /ミステリーサークル/
みすてりーつあー /ミステリーツアー/
みすと /ミスト/
みすとらる /ミストラル/
みすとれす /ミストレス/
みすひっと /ミスヒット/
みすぴっきんぐ /ミスピッキング/
みすぷり /ミスプリ;misprint/
みすぷりんと /ミスプリント/
みすまっち /ミスマッチ/
みすら /ミスラ/
みすりる /ミスリル/
みず /ミズ;Ms./
みずーり /ミズーリ;MO/
みせす /ミセス;Mrs./
みせる /ミセル/
みぜらぶる /ミゼラブル/
みそろじー /ミソロジー/
みだす /ミダス/
みちぇる /ミチェル/
みちる /ミチル/
みっきー /ミッキー/
みっきーまうす /ミッキーマウス;[商標]Disney/
みっく /ミック/
みっくす /ミックス/
みっくすじゅーす /ミックスジュース/
みっくすなっつ /ミックスナッツ/
みっこ /ミッコ/
みっこり /ミッコリ/
みっしぇる /ミッシェル;仏語/
みっしょん /ミッション/
みっしょんくりてぃかる /ミッションクリティカル/
みっしょんすくーる /ミッションスクール/
みっしんぐ /ミッシング/
みっしんぐりんく /ミッシングリンク/
みっちぇる /ミッチェル/
みってらん /ミッテラン/
みっと /ミット/
みっど /ミッド/
みっどうぇい /ミッドウェイ;イリノイ(USA)(mdw)/
みっどうぇー /ミッドウェー/
みっどがるど /ミッドガルド/
みっどしっぷ /ミッドシップ/
みっどせんちゅりー /ミッドセンチュリー/
みっどたうん /ミッドタウン/
みっどないと /ミッドナイト/
みっどふぃるだー /ミッドフィルダー/
みっどふぃーるだー /ミッドフィールダー/
みっどふぃーるど /ミッドフィールド/
みっどれんじ /ミッドレンジ/
みっふぃー /ミッフィー/
みでぃ /ミディ/
みでぃあむ /ミディアム/
みとこんどりあ /ミトコンドリア/
みとす /ミトス/
みとら /ミトラ/
みとん /ミトン/
みどる /ミドル/
みどるあいあん /ミドルアイアン;5-7/
みどるうぇあ /ミドルウェア/
みどるうえあ /ミドルウエア/
みどるえいじ /ミドルエイジ/
みどるくらす /ミドルクラス/
みどるしゅーと /ミドルシュート/
みどるたわー /ミドルタワー/
みどるてんぽ /ミドルテンポ/
みどるねーむ /ミドルネーム/
みどるほーる /ミドルホール;par-4/
みどるれんじ /ミドルレンジ/
みな /ミナ/
みなす /ミナス/
みなるでぃ /ミナルディ/
みなれっと /ミナレット/
みに /ミニ/
みにあるばむ /ミニアルバム/
みにおん /ミニオン/
みにかー /ミニカー/
みにげーむ /ミニゲーム/
みにこん /ミニコン/
みにこんぴゅーた /ミニコンピュータ/
みにこんぽ /ミニコンポ;minicomponent stereo/
みにさいず /ミニサイズ/
みにじゃっく /ミニジャック/
みにすかーと /ミニスカート/
みにすたー /ミニスター/
みにすとっぷ /ミニストップ;www.ministop.co.jp/
みにたわー /ミニタワー/
みにちゅあ /ミニチュア/
みにちゅあだっくす /ミニチュアダックス;miniature dachshund/
みにちゅあだっくすふんと /ミニチュアダックスフント/
みにちゅあだっくすふんど /ミニチュアダックスフンド/
みにっつ /ミニッツ/
みにっと /ミニット/
みにでぃすく /ミニディスク;MD/
みにばす /ミニバス/
みにばっふぁ /ミニバッファ/
みにばん /ミニバン/
みにぼとる /ミニボトル/
みにまむ /ミニマム/
みにまりすと /ミニマリスト/
みにまりずむ /ミニマリズム/
みにまる /ミニマル/
みにまるみゅーじっく /ミニマルミュージック/
みにみに /ミニミニ/
みにょん /ミニョン/
みによん /ミニヨン/
みにらいぶ /ミニライブ/
みにー /ミニー/
みねあぽりす /ミネアポリス/
みねすとろーね /ミネストローネ/
みねそた /ミネソタ;MN/
みねっと /ミネット/
みねべあ /ミネベア;www.minebea.co.jp/
みねらる /ミネラル/
みねらるうぉーたー /ミネラルウォーター/
みねるう゛ぁ /ミネルヴァ/
みねるば /ミネルバ/
みのす /ミノス/
みのたうろす /ミノタウロス/
みのとーる /ミノトール/
みのふすきー /ミノフスキー/
みのるた /ミノルタ;www.konicaminolta.jp/
みはいる /ミハイル/
みはえる /ミハエル/
みひゃえる /ミヒャエル/
みふらーぶ /ミフラーブ/
みみ /ミミ/
みみっく /ミミック/
みめしす /ミメシス/
みめーしす /ミメーシス/
みもざ /ミモザ/
みゃんまー /ミャンマー;.mm/
みゅう /ミュウ/
みゅけない /ミュケナイ/
みゅげ /ミュゲ;(Fr)鈴蘭/
みゅしゃ /ミュシャ/
みゅすか /ミュスカ;仏語/
みゅすかで /ミュスカデ/
みゅぜ /ミュゼ;(Fr)美術館/
みゅぜっと /ミュゼット/
みゅっせ /ミュッセ/
みゅとす /ミュトス/
みゅらー /ミュラー/
みゅりえる /ミュリエル/
みゅれる /ミュレル/
みゅんしゅ /ミュンシュ/
みゅんへん /ミュンヘン/
みゅー /ミュー/
みゅーおん /ミューオン/
みゅーじあむ /ミュージアム/
みゅーじかる /ミュージカル/
みゅーじしゃん /ミュージシャン/
みゅーじっく /ミュージック/
みゅーじっくすくーる /ミュージックスクール/
みゅーじっくびでお /ミュージックビデオ/
みゅーじっくぼっくす /ミュージックボックス/
みゅーず /ミューズ/
みゅーたぶる /ミュータブル/
みゅーたんと /ミュータント/
みゅーちゅある /ミューチュアル/
みゅーてっくす /ミューテックス/
みゅーと /ミュート/
みゅーらー /ミューラー/
みゅーる /ミュール/
みょるにる /ミョルニル/
みょるにーる /ミョルニール/
みよー /ミヨー/
みら /ミラ/
みらくる /ミラクル/
みらくるふるーつ /ミラクルフルーツ/
みらの /ミラノ/
みらべる /ミラベル/
みらん /ミラン/
みらんだ /ミランダ/
みらー /ミラー/
みらーさいと /ミラーサイト/
みらーじゅ /ミラージュ/
みらーぼーる /ミラーボール/
みらーりんぐ /ミラーリング/
みり /ミリ/
みりあむ /ミリアム/
みりおねあ /ミリオネア/
みりおん /ミリオン;1,000,000/
みりおんせらー /ミリオンセラー/
みりかん /ミリカン/
みりぐらむ /ミリグラム/
みりせかんど /ミリセカンド/
みりせこんど /ミリセコンド/
みりたりー /ミリタリー/
みりばーる /ミリバール;=hectopascal/
みりめーとる /ミリメートル/
みりりっとる /ミリリットル/
みりー /ミリー/
みる /ミル/
みるうぉーきー /ミルウォーキー;USA/
みるか /ミルカ/
みるきー /ミルキー/
みるく /ミルク/
みるくここあ /ミルクココア/
みるくこーひー /ミルクコーヒー/
みるくせーき /ミルクセーキ/
みるくちょこ /ミルクチョコ/
みるくちょこれーと /ミルクチョコレート/
みるくてぃ /ミルクティ/
みるくてぃー /ミルクティー/
みるくぱん /ミルクパン;(鍋)milk pan/
みるくぽっと /ミルクポット/
みるくれーぷ /ミルクレープ;mille crepe/
みるこ /ミルコ/
みるて /ミルテ/
みると /ミルト/
みるとん /ミルトン/
みるどれっど /ミルドレッド/
みるなー /ミルナー/
みるふぃーゆ /ミルフィーユ;mille-feuille/
みるら /ミルラ/
みれいゆ /ミレイユ/
みれな /ミレナ/
みれにあむ /ミレニアム/
みれー /ミレー/
みれーな /ミレーナ/
みれーぬ /ミレーヌ/
みれーゆ /ミレーユ/
みろ /ミロ/
みろしゅ /ミロシュ/
みろす /ミロス/
みろすらふ /ミロスラフ/
みろん /ミロン/
みろんが /ミロンガ/
みん /ミン/
みんがす /ミンガス/
みんく /ミンク/
みんこふすきー /ミンコフスキー/
みんすく /ミンスク/
みんすとれる /ミンストレル/
みんだなお /ミンダナオ;フィリピン/
みんち /ミンチ/
みんと /ミント/
みんとぐりーん /ミントグリーン/
みんとん /ミントン/
みんな /ミンナ/
みー /ミー/
みーあ /ミーア/
みーあきゃっと /ミーアキャット/
みーしゃ /ミーシャ/
みーちゃ /ミーチャ/
みーつ /ミーツ/
みーてぃんぐ /ミーティング/
みーでぃあ /ミーディア/
みーと /ミート/
みーとそーす /ミートソース/
みーとぱい /ミートパイ/
みーとぼーる /ミートボール/
みーとろーふ /ミートローフ/
みーど /ミード/
みーにんぐ /ミーニング/
みーね /ミーネ;(独語人名)/
みーむ /ミーム/
みーる /ミール/
みーん /ミーン/
むあこっく /ムアコック/
むう /ムウ/
むえたい /ムエタイ/
むがる /ムガル/
むがーる /ムガール/
むさか /ムサカ;Μουσακασ/
むしゃらふ /ムシャラフ/
むじか /ムジカ/
むじゃひでぃん /ムジャヒディン/
むじゃひでぃーん /ムジャヒディーン/
むじーく /ムジーク;(独語)音楽/
むすかりん /ムスカリン/
むすたふぁ /ムスタファ/
むすたんぐ /ムスタング/
むすりむ /ムスリム/
むそるぐすきー /ムソルグスキー/
むたー /ムター/
むっく /ムック/
むっしゅう /ムッシュウ/
むっしゅー /ムッシュー/
むっそりーに /ムッソリーニ/
むったー /ムッター/
むにえ /ムニエ/
むにえる /ムニエル/
むにゅ /ムニュ;(Fr) 定食/
むねもしゅね /ムネモシュネ/
むはんまど /ムハンマド/
むばばね /ムババネ/
むびら /ムビラ/
むらの /ムラノ/
むらーの /ムラーノ/
むりす /ムリス/
むるしあ /ムルシア/
むるそー /ムルソー/
むれた /ムレタ/
むろん /ムロン;ブドウの品種/
むんく /ムンク/
むんばい /ムンバイ;インド/
むー /ムー/
むーあ /ムーア/
むーう゛ /ムーヴ/
むーう゛ぃー /ムーヴィー/
むーう゛めんと /ムーヴメント/
むーぐ /ムーグ/
むーさ /ムーサ/
むーさい /ムーサイ/
むーす /ムース/
むーてぃ /ムーティ/
むーでぃ /ムーディ/
むーでぃー /ムーディー/
むーでぃーず /ムーディーズ;Moody's. www.moodys.com/
むーとん /ムートン/
むーど /ムード/
むーどめーかー /ムードメーカー/
むーば /ムーバ/
むーばー /ムーバー/
むーびんぐ /ムービング/
むーびー /ムービー/
むーぶ /ムーブ/
むーぶめんと /ムーブメント/
むーみん /ムーミン/
むーらんるーじゅ /ムーランルージュ/
むーる /ムール/
むーん /ムーン/
むーんさると /ムーンサルト/
むーんすとーん /ムーンストーン/
むーんらいと /ムーンライト/
むーんりばー /ムーンリバー/
めあ /メア/
めあり /メアリ/
めありー /メアリー/
めありーあん /メアリーアン/
めい /メイ/
めいあ /メイア/
めいう゛ぃす /メイヴィス/
めいかー /メイカー/
めいきゃっぷ /メイキャップ/
めいきんぐ /メイキング/
めいく /メイク/
めいくあっぷ /メイクアップ/
めいくあっぷあーてぃすと /メイクアップアーティスト;美容師/
めいくいん /メイクイン/
めいくいーん /メイクイーン/
めいくふぁいる /メイクファイル/
めいくらぶ /メイクラブ;skk: don't know how to make love. Stop/
めいじ /メイジ/
めいじゃー /メイジャー/
めいす /メイス/
めいすん /メイスン/
めいず /メイズ/
めいつ /メイツ/
めいてっく /メイテック;www.meitec.co.jp/
めいでん /メイデン/
めいと /メイト/
めいど /メイド/
めいどいん /メイドイン;made in ~/
めいどいんじゃぱん /メイドインジャパン/
めいど・いん・ /メイド・イン・/
めいど・いん・じゃぱん /メイド・イン・ジャパン/
めいなーど /メイナード/
めいびす /メイビス/
めいびー /メイビー/
めいふぃーるど /メイフィールド/
めいふらわー /メイフラワー/
めいぷる /メイプル/
めいぷるしろっぷ /メイプルシロップ/
めいぷるそーぷ /メイプルソープ/
めいべる /メイベル/
めいやー /メイヤー;市長/
めいよ /メイヨ/
めいら /メイラ/
めいらー /メイラー/
めいりんぐ /メイリング/
めいりんぐりすと /メイリングリスト/
めいる /メイル/
めいるさーば /メイルサーバ/
めいるりすと /メイルリスト/
めいん /メイン/
めいんいべんと /メインイベント/
めいんうぃんどう /メインウィンドウ/
めいんういんどー /メインウインドー/
めいんきゃすと /メインキャスト/
めいんくーん /メインクーン/
めいんげーと /メインゲート/
めいんこんてんつ /メインコンテンツ/
めいんさいと /メインサイト/
めいんすたんど /メインスタンド/
めいんすてーじ /メインステージ/
めいんすとりーと /メインストリート/
めいんすとりーむ /メインストリーム/
めいんたいとる /メインタイトル/
めいんたーげっと /メインターゲット/
めいんてなんす /メインテナンス/
めいんてーま /メインテーマ/
めいんでぃっしゅ /メインディッシュ/
めいんばんく /メインバンク/
めいんふれーむ /メインフレーム/
めいんぺーじ /メインページ/
めいんぼーかる /メインボーカル/
めいんぼーど /メインボード/
めいんましん /メインマシン/
めいんめにゅー /メインメニュー/
めいんめもり /メインメモリ/
めいんるーちん /メインルーチン/
めか /メカ/
めかとろにくす /メカトロニクス/
めかにかる /メカニカル/
めかにくす /メカニクス/
めかにずむ /メカニズム/
めかにっく /メカニック/
めかにっくす /メカニックス/
めが /メガ;M,10^6/
めがすとあ /メガストア/
めがです /メガデス/
めがでも /メガデモ/
めがとん /メガトン/
めがどらいぶ /メガドライブ/
めがばいと /メガバイト/
めがばんく /メガバンク/
めがびっと /メガビット/
めがふろーと /メガフロート/
めがほん /メガホン/
めがろぽりす /メガロポリス/
めきしかん /メキシカン/
めきしこ /メキシコ;.mx/
めきしこしてぃ /メキシコシティ;メキシコ(mex)/
めきしこしてぃー /メキシコシティー/
めぐ /メグ/
めぐれ /メグレ/
めこん /メコン/
めさいあ /メサイア/
めしあ /メシア/
めしあん /メシアン/
めしえ /メシエ/
めじな /メジナ/
めじゃりんぐ /メジャリング/
めじゃー /メジャー/
めじゃーかっぷ /メジャーカップ/
めじゃーでびゅー /メジャーデビュー;和製英語/
めじゃーばーじょん /メジャーバージョン/
めじゃーもーど /メジャーモード/
めじゃーりーがー /メジャーリーガー/
めじゃーりーぐ /メジャーリーグ/
めじゃーれーべる /メジャーレーベル/
めす /メス/
めすかりん /メスカリン/
めすと /メスト/
めせな /メセナ;仏語/
めせにー /メセニー/
めそ /メソ/
めそじすと /メソジスト/
めそっど /メソッド/
めそどろじ /メソドロジ/
めそぽたみあ /メソポタミア/
めそん /メソン/
めぞ /メゾ;(イタリア語)/
めぞそぷらの /メゾソプラノ/
めぞちんと /メゾチント/
めぞねっと /メゾネット/
めぞぴあの /メゾピアノ;mezzo piano/
めぞふぉるて /メゾフォルテ;mezzo forte/
めぞん /メゾン/
めた /メタ/
めたさーち /メタサーチ/
めたせこいあ /メタセコイア/
めたでーた /メタデータ/
めたのーる /メタノール/
めたふぁー /メタファー/
めたふぃくしょん /メタフィクション/
めたふぉんと /メタフォント/
めたぼりっく /メタボリック/
めたもるふぉーぜ /メタモルフォーゼ/
めたりか /メタリカ/
めたりっく /メタリック/
めたりっくからー /メタリックカラー/
めたりっくぶるー /メタリックブルー/
めたる /メタル/
めたるけーぶる /メタルケーブル/
めたるじゃけっと /メタルジャケット/
めたるてーぷ /メタルテープ/
めたるばんど /メタルバンド/
めたるぱーかっしょん /メタルパーカッション/
めたるふれーむ /メタルフレーム/
めたれべる /メタレベル/
めたろーぐ /メタローグ;[出版社名]www.metalogue.co.jp/
めたん /メタン;(独語)/
めたんがす /メタンガス/
めたんはいどれーと /メタンハイドレート/
めだ /メダ/
めだりおん /メダリオン/
めだりすと /メダリスト/
めだる /メダル/
めだん /メダン/
めちえ /メチエ/
めちおにん /メチオニン;Met/
めちる /メチル;-CH3/
めちるあみん /メチルアミン/
めちるあるこーる /メチルアルコール/
めちるえーてる /メチルエーテル/
めちるべんぜん /メチルベンゼン;=toluene/
めちれん /メチレン/
めっか /メッカ/
めっさ /メッサ/
めっさーしゅみっと /メッサーシュミット/
めっしゅ /メッシュ/
めっしー /メッシー/
めっしーな /メッシーナ/
めっせ /メッセ/
めっせんじゃ /メッセンジャ/
めっせんじゃー /メッセンジャー/
めっせんじゃーず /メッセンジャーズ/
めっせーじ /メッセージ/
めっせーじかーど /メッセージカード;note card/
めっせーじぼっくす /メッセージボックス/
めっせーじんぐ /メッセージング/
めっつ /メッツ;[MLB]/
めてお /メテオ/
めておーる /メテオール/
めであ /メデア/
めでぃ /メディ/
めでぃあ /メディア/
めでぃあけーす /メディアケース/
めでぃあさーびす /メディアサービス/
めでぃあせんたー /メディアセンター/
めでぃあふぁくとりー /メディアファクトリー;www.mediafactory.co.jp/
めでぃあぷれいやー /メディアプレイヤー/
めでぃあみっくす /メディアミックス/
めでぃありてらしー /メディアリテラシー/
めでぃあわーくす /メディアワークス;www.mediaworks.co.jp/
めでぃえーた /メディエータ/
めでぃかる /メディカル/
めでぃかるちぇっく /メディカルチェック;和製英語/
めでぃけーしょん /メディケーション/
めでぃこ /メディコ/
めでぃしす /メディシス/
めでぃしん /メディシン/
めでぃち /メディチ/
めでぃっく /メディック/
めでぃてーしょん /メディテーション/
めでぃな /メディナ/
めでゅーさ /メデューサ/
めと /メト;methyl/
めときし /メトキシ/
めとにみー /メトニミー/
めとり /メトリ/
めとりくす /メトリクス/
めとりっく /メトリック/
めとりっくす /メトリックス/
めとりー /メトリー/
めとろ /メトロ/
めとろのーむ /メトロノーム;(独語)/
めとろぽりす /メトロポリス/
めとろぽりたん /メトロポリタン/
めどぅさ /メドゥサ/
めどぅーさ /メドゥーサ/
めどう /メドウ;牧草地/
めどっく /メドック/
めどれー /メドレー/
めな /メナ/
めなど /メナド/
めなむ /メナム/
めなーど /メナード/
めに /メニ/
めにえーる /メニエール/
めにゅー /メニュー/
めにゅーばー /メニューバー/
めにゅーりすと /メニューリスト/
めにゅー・ばー /メニュー・バー/
めにー /メニー/
めぬえっと /メヌエット/
めの /メノ;(It)もっと/
めひこ /メヒコ;(西語読み)/
めびうす /メビウス/
めふぃすと /メフィスト;mephistopheles/
めふぃすとふぇれす /メフィストフェレス/
めふめと /メフメト/
めも /メモ/
めもめも /メモメモ/
めもらんだむ /メモランダム/
めもり /メモリ/
めもりあくせす /メモリアクセス/
めもりある /メモリアル/
めもりかーど /メモリカード/
めもりすろっと /メモリスロット/
めもりせっと /メモリセット/
めもりちっぷ /メモリチップ/
めもりまっぷど /メモリマップド/
めもりりーく /メモリリーク/
めもりー /メモリー/
めもりーかーど /メモリーカード/
めもりーすてぃっく /メモリースティック/
めもりーすろっと /メモリースロット/
めもりーず /メモリーズ/
めらとにん /メラトニン/
めらに /メラニ/
めらにん /メラニン/
めらにー /メラニー/
めらねしあ /メラネシア/
めらみん /メラミン/
めらんこりあ /メランコリア/
めらんこりっく /メランコリック/
めらんこりー /メランコリー;仏語/
めらんどり /メランドリ/
めりくろん /メリクロン/
めりさ /メリサ/
めりざんど /メリザンド/
めりだ /メリダ/
めりっく /メリック/
めりっさ /メリッサ/
めりっつ /メリッツ/
めりっと /メリット/
めりとくらしー /メリトクラシー/
めりめ /メリメ/
めりやす /メリヤス/
めりる /メリル/
めりんだ /メリンダ/
めりー /メリー/
めりーあん /メリーアン/
めりーくりすます /メリークリスマス/
めりーごーらうんど /メリーゴーラウンド/
めりーごーらんど /メリーゴーランド;merry-go-round/
めりーぽぴんず /メリーポピンズ;Mary Poppins/
めりーらんど /メリーランド/
める /メル/
めるう゛ぃる /メルヴィル/
めるう゛ぃん /メルヴィン/
めるう゛ぇいゆ /メルヴェイユ/
めるう゛ぇーゆ /メルヴェーユ/
めるかとる /メルカトル/
めるかど /メルカド/
めるかぷたん /メルカプタン/
めるきおる /メルキオル/
めるきおーる /メルキオール/
めるく /メルク/
めるくまーる /メルクマール/
めるくりうす /メルクリウス/
めるくる /メルクル/
めるける /メルケル/
めるこ /メルコ/
めるしぃ /メルシィ/
めるしゃん /メルシャン;www.mercian.co.jp/
めるしー /メルシー/
めるせです /メルセデス/
めるせですべんつ /メルセデスベンツ/
めるせんぬ /メルセンヌ/
めると /メルト/
めるとだうん /メルトダウン/
めるば /メルバ/
めるひぇん /メルヒェン/
めるびる /メルビル/
めるびん /メルビン/
めるびー /メルビー/
めるへん /メルヘン;(独語)/
めるへんちっく /メルヘンチック;和製語(独語merchen + tic)/
めるぼるん /メルボルン/
めるまが /メルマガ;e-mail magazine/
めるらん /メルラン/
めるる /メルル/
めるるーさ /メルルーサ/
めるろ /メルロ/
めるろぽんてぃ /メルロポンティ/
めるろー /メルロー/
めるろーず /メルローズ/
めれでぃす /メレディス/
めれる /メレル/
めれんげ /メレンゲ/
めろ /メロ/
めろう /メロウ;[ケルト神話]/
めろこあ /メロコア;melodic core/
めろでぃ /メロディ/
めろでぃあ /メロディア/
めろでぃあす /メロディアス/
めろでぃおん /メロディオン/
めろでぃっく /メロディック/
めろでぃらいん /メロディライン/
めろでぃー /メロディー;仏語/
めろでぃーらいん /メロディーライン/
めろどらま /メロドラマ/
めろん /メロン/
めろんぱん /メロンパン/
めろー /メロー/
めん /メン/
めんがー /メンガー/
めんす /メンス;Menstruation/
めんず /メンズ;men's/
めんずしょっぷ /メンズショップ/
めんずふぁっしょん /メンズファッション/
めんそーる /メンソール/
めんたりずむ /メンタリズム/
めんたりてぃ /メンタリティ/
めんたりてぃー /メンタリティー/
めんたる /メンタル/
めんたるけあ /メンタルケア/
めんたるとれーにんぐ /メンタルトレーニング/
めんたるへるす /メンタルヘルス/
めんたー /メンター/
めんて /メンテ;maintenance/
めんてな /メンテナ/
めんてなんす /メンテナンス/
めんてなんすふりー /メンテナンスフリー/
めんてなー /メンテナー/
めんでぃえた /メンディエタ/
めんでる /メンデル/
めんでるすぞーん /メンデルスゾーン/
めんでれびうむ /メンデレビウム;[元素]101,Md/
めんでれーえふ /メンデレーエフ/
めんと /メント;(接尾辞)/
めんとーる /メントール/
めんどーさ /メンドーサ/
めんば /メンバ/
めんばしっぷ /メンバシップ/
めんばー /メンバー/
めんばーしっぷ /メンバーシップ/
めんばーず /メンバーズ/
めんばーずかーど /メンバーズカード/
めんばーずくらぶ /メンバーズクラブ/
めんばーりすと /メンバーリスト/
めんふぃす /メンフィス/
めんぶれん /メンブレン/
めー /メー/
めーか /メーカ/
めーかー /メーカー/
めーかーぶらんど /メーカーブランド/
めーがん /メーガン/
めーきゃっぷ /メーキャップ/
めーきんぐ /メーキング/
めーく /メーク/
めーくあっぷ /メークアップ/
めーくいん /メークイン/
めーくふぁいる /メークファイル/
めーざ /メーザ/
めーざー /メーザー;microwave amplification by stimulated emission of radiation/
めーじゃ /メージャ/
めーじゃー /メージャー/
めーそん /メーソン/
めーた /メータ/
めーたー /メーター/
めーてる /メーテル;また一つ星が消えるよ/
めーてるらんく /メーテルランク/
めーてるりんく /メーテルリンク/
めーでー /メーデー/
めーとる /メートル/
めーど /メード/
めーぷる /メープル/
めーぷるしろっぷ /メープルシロップ/
めーべる /メーベル/
めーむ /メーム/
めーら /メーラ/
めーらー /メーラー/
めーりんぐ /メーリング/
めーりんぐりすと /メーリングリスト/
めーる /メール;(Fr)海/
めーるあかうんと /メールアカウント/
めーるあどれす /メールアドレス/
めーるおーだー /メールオーダー/
めーるくらいあんと /メールクライアント/
めーるさーば /メールサーバ/
めーるさーばー /メールサーバー/
めーるさーびす /メールサービス/
めーるしすてむ /メールシステム/
めーるそふと /メールソフト;e-mail client/
めーるちぇっく /メールチェック/
めーるにゅーす /メールニュース/
めーるぱすわーど /メールパスワード/
めーるふぃるた /メールフィルタ/
めーるふぃるたりんぐ /メールフィルタリング/
めーるふぉーむ /メールフォーム/
めーるふれんど /メールフレンド/
めーるへっだ /メールヘッダ/
めーるぼっくす /メールボックス/
めーるぼむ /メールボム;mail bomb/
めーるまがじん /メールマガジン;e-mail magazine/
めーるりすと /メールリスト/
めーるりーだー /メールリーダー/
めーん /メーン;ME/
めーんばんく /メーンバンク/
もあ /モア/
もあい /モアイ/
もあれ /モアレ/
もいすちゃー /モイスチャー/
もいすと /モイスト/
もいら /モイラ/
もか /モカ/
もかしん /モカシン/
もがでぃしゅ /モガディシュ/
もこ /モコ/
もさ /モサ/
もさど /モサド/
もざいく /モザイク/
もざんびーく /モザンビーク;.mz/
もじゅら /モジュラ/
もじゅらりてぃ /モジュラリティ/
もじゅらー /モジュラー;※modular/
もじゅらーじゃっく /モジュラージャック/
もじゅれーしょん /モジュレーション/
もじゅろ /モジュロ/
もじゅーる /モジュール/
もじら /モジラ/
もじりあーに /モジリアーニ/
もす /モス/
もすかーと /モスカート/
もすきーと /モスキート/
もすく /モスク/
もすくわ /モスクワ/
もすぐりーん /モスグリーン/
もすこみゅーる /モスコミュール/
もすこー /モスコー/
もすと /モスト/
もすばーがー /モスバーガー;www.mos.co.jp/
もすら /モスラ/
もすりん /モスリン/
もする /モスル;イラク/
もすれむ /モスレム/
もだにすむ /モダニスム/
もだにずむ /モダニズム/
もだりてぃ /モダリティ/
もだん /モダン/
もだんあーと /モダンアート/
もだんじゃず /モダンジャズ/
もだんだんす /モダンダンス/
もだんばれえ /モダンバレエ/
もちべーしょん /モチベーション/
もちーふ /モチーフ/
もっきんぐ /モッキング/
もっきんぐばーど /モッキングバード/
もっきんばーど /モッキンバード/
もっく /モック/
もっくあっぷ /モックアップ/
もっくす /モックス/
もっしゅ /モッシュ/
もっそ /モッソ/
もった /モッタ/
もっつぁれら /モッツァレラ/
もっとー /モットー/
もっぷ /モップ/
もつぁれら /モツァレラ/
もてぃーふ /モティーフ/
もてっと /モテット/
もでぃふぁい /モディファイ/
もでぃふぁいあ /モディファイア/
もですと /モデスト/
もでな /モデナ/
もでむ /モデム/
もでむかーど /モデムカード/
もでむれんたる /モデムレンタル/
もでゅーる /モデュール/
もでゅーろ /モデューロ/
もでら /モデラ/
もでらー /モデラー/
もでらーと /モデラート/
もでりんぐ /モデリング/
もでる /モデル/
もでるかー /モデルカー/
もでるがん /モデルガン/
もでるけーす /モデルケース/
もでるこーす /モデルコース/
もでるちぇんじ /モデルチェンジ/
もでるなんばー /モデルナンバー/
もでるにて /モデルニテ;(Fr) 現代性/
もでるぬ /モデルヌ;仏語/
もでるの /モデルノ;(イタリア語)/
もでるはうす /モデルハウス/
もでるるーむ /モデルルーム/
もでれいと /モデレイト/
もでれーた /モデレータ/
もでれーたー /モデレーター/
もでれーと /モデレート/
もとくろす /モトクロス/
もとろーら /モトローラ/
もなこ /モナコ/
もなど /モナド/
もなはん /モナハン/
もなりざ /モナリザ;Monna Lisa/
もなーく /モナーク/
もにか /モニカ/
もにく /モニク/
もにた /モニタ/
もにたけーぶる /モニタケーブル/
もにたもーど /モニタモード/
もにたりんぐ /モニタリング/
もにたー /モニター/
もにたーけーぶる /モニターケーブル/
もにゅめんたる /モニュメンタル/
もにゅめんと /モニュメント/
もね /モネ/
もの /モノ/
ものいど /モノイド/
ものえちる /モノエチル/
ものかるちゃー /モノカルチャー/
ものくろ /モノクロ;monochrome/
ものくろーむ /モノクローム/
ものぐらふ /モノグラフ/
ものぐらむ /モノグラム/
ものたいぷ /モノタイプ/
ものとーん /モノトーン/
ものぽりー /モノポリー/
ものぽーる /モノポール/
ものまにあ /モノマニア/
ものまー /モノマー/
ものめちる /モノメチル/
ものらる /モノラル/
ものりしっく /モノリシック/
ものりす /モノリス/
ものれーる /モノレール/
ものろーぐ /モノローグ/
もはまど /モハマド/
もはめど /モハメド/
もばいる /モバイル/
もばいるさーびす /モバイルサービス/
もばいるのーと /モバイルノート/
もばいるぺーじ /モバイルページ/
もひかん /モヒカン/
もひーと /モヒート/
もびっと /モビット;[企業名]消費者金融。www.mobit.ne.jp/
もびりてぃ /モビリティ/
もびる /モビル/
もびるすーつ /モビルスーツ/
もびーる /モビール/
もぶ /モブ/
もぶしーん /モブシーン/
もぶろぐ /モブログ/
もへあ /モヘア/
もへや /モヘヤ/
もへんじょだろ /モヘンジョダロ;Mohenjo-Daro/
もへんじょ・だろ /モヘンジョ・ダロ/
もほーく /モホーク/
もめんたむ /モメンタム/
もも /モモ/
ももす /モモス/
もや /モヤ/
もら /モラ/
もらう゛ぃあ /モラヴィア/
もらとりあむ /モラトリアム/
もらりすと /モラリスト/
もらりずむ /モラリズム/
もらる /モラル/
もらるはざーど /モラルハザード/
もられす /モラレス/
もらん /モラン/
もらんでぃ /モランディ/
もらーる /モラール/
もりえんてす /モリエンテス/
もりえーる /モリエール/
もりがん /モリガン/
もりこーね /モリコーネ/
もりす /モリス/
もりそん /モリソン/
もりっつ /モリッツ/
もりぶでん /モリブデン;[元素]42,Mo/
もりん /モリン/
もりー /モリー/
